Name,ra,dec,teff,eteff,logg,elogg,F,eF,vsini,evsini,RHKp,dRHKp,vsinflag,snr,RVflag,metflag
GJ43,13.858384,-51.83218,5501.2,50.0,4.898,0.01,-0.25,0.1,2.0,0.0,3.937533156340989E-5,1.0436109340859153E-6,1,39.704745128438816,0,0
GJ4303,343.8651195,-52.30365,4800.6,276.355,4.092,0.585,-0.63,0.05,3.742,1.215,2.243915074409023E-4,5.241418240540033E-5,0,150.27575011101612,0,0
GJ4306,343.996515,17.8063,5315.5,258.588,4.032,0.6,-0.5,0.049,2.906,1.066,8.360764045442761E-5,1.198493120868238E-5,0,48.72836271960442,0,0
GJ431,172.945245,-41.045275000000004,5209.8,50.0,2.112,0.01,-1.29,0.1,2.0,0.0,-0.0012402547651089398,0.0010421259729733515,1,20.7,0,0
GJ432,173.618249,-32.82976,5145.2,50.0,4.428,0.054,-0.46,0.049,2.037,0.192,1.1264418092541537E-5,2.9321219859912726E-7,0,701.7452133787589,0,0
GJ4321,349.33533,-66.92391,5060.3,95.139,4.86,0.238,0.1,0.044,1.878,0.269,8.775006631112981E-6,2.623766645896091E-6,0,37.1,0,0
GJ4322,349.32312,-66.93856,4961.1,94.496,4.792,0.247,0.09,0.042,3.022,0.108,8.019789824494292E-5,4.885349744041998E-6,0,91.95903435769647,0,0
GJ433,173.86457000000001,-32.540875,5788.3,50.0,4.9,0.01,-0.05,0.1,2.0,0.0,7.407627661550436E-5,1.7189673033804737E-6,1,373.9490876029084,0,0
GJ4332,350.027592,-60.06763,6625.2,50.0,4.899,0.01,0.19,0.1,2.0,0.0,2.759535713365513E-4,8.894859691829286E-6,1,174.00000000000003,0,0
GJ4340,353.32993,-77.38256,5865.1,50.0,4.06,0.048,0.31,0.043,4.592,0.182,7.381155043336506E-6,1.77957334621208E-7,0,1435.6507263723067,0,0
GJ4347,354.077635,-48.588435000000004,4473.0,131.728,3.337,0.291,-0.45,0.045,2.847,0.691,4.956182403788126E-5,8.721136224144087E-6,0,89.25455345527195,0,0
GJ435,175.260585,-44.404889999999995,4709.0,61.702,4.111,0.13,-0.58,0.049,2.467,0.297,3.505371335178634E-5,2.3078705564565913E-6,0,321.96501427432565,0,0
GJ4352,354.5353655,-16.23545,5736.3,50.0,4.9,0.01,-0.14,0.1,2.0,0.0,2.402617073434681E-5,1.0745340071335818E-6,1,39.075,0,0
GJ4353,354.575348,-41.51926,5694.2,50.0,4.899,0.01,-0.08,0.1,2.0,0.0,4.475539884656936E-4,1.867246715989266E-5,1,82.24851062481315,0,0
GJ436,175.54735,26.70304,5751.9,50.0,4.9,0.01,-0.03,0.1,2.0,0.0,4.010832651488803E-5,8.920264838878092E-7,1,296.5461983600196,0,0
GJ4362,357.1503355,-27.660535,6830.8,50.0,4.899,0.01,0.17,0.1,2.0,0.0,8.304709876264516E-4,8.388562610168994E-5,1,23.575000000000003,0,0
GJ4364,357.4120385,8.359135,5372.0,224.559,3.925,0.6,-0.54,0.049,3.399,1.331,7.761850156154867E-5,1.0166706494887317E-5,0,54.65996935601044,0,0
GJ4377,359.048262,-39.05289,4849.0,50.0,4.299,0.089,-0.1,0.044,3.206,0.232,6.232516376153916E-5,3.1289908412279435E-6,0,529.5398498426993,0,0
GJ438,175.83721,-51.8427,5803.9,50.0,4.9,0.01,-0.11,0.1,2.0,0.0,3.900689029104386E-5,8.748113677139889E-7,1,155.840306312034,0,0
GJ4383,359.64068,7.65789,6052.4,50.0,4.898,0.01,0.2,0.1,2.0,0.0,8.113403353648447E-5,1.5196826728387384E-6,1,33.050000000000004,0,0
GJ442,176.625835,-40.50002,5631.2,50.0,4.385,0.061,-0.34,0.05,2.374,0.231,7.153764196987296E-6,1.3854065737860268E-7,0,4827.168871875489,0,0
GJ443,176.681185,-14.015335,5981.5,50.0,4.9,0.01,0.15,0.1,2.0,0.0,1.1408653411889319E-4,2.4305599570780566E-6,1,72.49890359672533,0,0
GJ446,176.814407,-30.28739,5567.7,50.0,4.42,0.052,-0.29,0.049,2.475,0.22,6.887711889186543E-6,1.0806911156013825E-7,0,2123.010247742229,0,0
GJ447,176.937748,0.79861,6201.3,50.0,4.9,0.01,0.36,0.1,2.0,0.0,1.5238545209444912E-4,3.3747023869313E-6,1,329.48150367262855,0,0
GJ449,177.67156,1.760345,6271.5,50.0,4.253,0.056,0.21,0.048,5.486,0.277,1.1021203074252538E-5,1.2851971074106092E-7,0,2830.587685200647,0,0
GJ45,14.336964,-62.246295,4574.7,123.24,3.45,0.28,-0.62,0.045,2.771,0.626,5.203015233978977E-5,7.440549587631485E-6,0,105.46497641397356,0,0
GJ452,178.31767,-7.37353,5638.7,50.0,4.9,0.01,-0.13,0.1,8.0732,0.0,6.121896974511907E-5,1.9337676675725754E-6,2,41.516666666666666,0,0
GJ465,186.223635,-18.24794,5902.4,50.0,4.899,0.01,-0.02,0.1,2.0,0.0,1.1390615653130231E-5,8.976916511474608E-7,1,98.30618834369822,0,0
GJ468,187.132017,-18.29713,4859.4,50.0,4.9,0.01,-0.16,0.1,2.0,0.0,4.2798759219054316E-5,2.228670155802174E-6,1,115.31162416108215,0,0
GJ476,188.7537655,9.82865,5901.6,50.0,4.9,0.01,0.14,0.1,2.0,0.0,6.926772202524202E-5,1.5899215968743267E-6,1,60.20319931974824,0,0
GJ477,188.99278099999998,-45.943020000000004,5602.1,300.0,4.596,0.6,-0.16,0.051,12.401,3.004,1.1492387115180687E-4,2.0191608796158692E-5,0,67.29017387405088,0,0
GJ478,189.20141,-76.95508,5033.4,185.138,2.723,0.411,-0.82,0.051,2.412,1.032,6.245384318026844E-5,9.426912058644622E-6,0,51.6488452367109,0,0
GJ479,189.46623,-52.00108,6064.9,50.0,4.9,0.01,0.26,0.1,2.0,0.0,2.184714371877144E-4,3.955992170653759E-6,1,253.58834242188797,0,0
GJ480,189.718355,11.695335,6064.6,50.0,4.9,0.01,0.28,0.1,2.0,0.0,9.830296693376982E-5,2.3326105624374933E-6,1,88.31666666666666,0,0
GJ488,192.68375500000002,-0.768625,4641.9,168.59,3.844,0.384,-0.31,0.044,3.233,0.783,7.235504675760013E-5,1.3716512964577132E-5,0,100.08608794432918,0,0
GJ488.2,193.73076,-6.340005,4519.3,80.385,4.256,0.17,-0.29,0.047,2.358,0.321,4.320902655992822E-5,4.2974168889091535E-6,0,64.625,0,0
GJ493,195.068375,-2.7044449999999998,4703.9,127.715,3.855,0.282,-0.54,0.046,2.187,0.586,2.7430097497905643E-5,3.590966349505261E-6,0,81.46594636206387,0,0
GJ494,195.19382,12.37313,4686.9,300.0,3.524,0.6,-0.94,0.109,2.0,0.0,4.2133001441594937E-4,1.1626844621249881E-4,1,47.55,0,0
GJ496.1,196.237605,-52.446515000000005,4700.1,158.055,3.752,0.359,-0.24,0.042,3.168,0.729,5.32131173437653E-5,9.231830168450292E-6,0,278.8756765634526,0,0
GJ50,15.48828,-9.885235,4691.1,139.228,3.814,0.293,-0.5,0.047,2.791,0.651,3.529289209537984E-5,5.176906575553675E-6,0,61.5,0,0
GJ501.2,198.0097165,-37.802185,5736.1,50.0,4.001,0.05,0.18,0.044,4.481,0.179,6.987925312454668E-6,1.9305750395905364E-7,0,1147.12412692023,0,0
GJ503.3,198.9981945,-19.94099,4828.1,50.0,3.134,0.08,-0.01,0.042,3.452,0.398,5.433962286700768E-6,3.227020722241739E-7,0,341.7270296779288,0,0
GJ506,199.600746,-18.31314,5571.5,50.0,4.346,0.053,-0.02,0.045,3.052,0.159,7.365402841235057E-6,1.6073105853835107E-7,0,7389.630109066791,0,0
GJ506.1,199.73435999999998,-3.071815,4783.3,80.181,3.811,0.145,-1.37,0.059,0.284,0.253,2.939406563500638E-5,2.1075619186329425E-6,0,85.93626514264318,0,0
GJ508.3,200.933175,-14.04524,5887.5,227.396,4.834,0.6,-0.17,0.05,4.796,1.446,6.787468184850178E-5,8.164056598891591E-6,0,70.38821650480477,0,0
GJ510,201.45473,-28.37151,5515.2,50.0,4.899,0.01,-0.25,0.1,2.0,0.0,1.5622070136305804E-4,4.527008113293656E-6,1,73.59484853418229,0,0
GJ511,201.76076,-24.289595,4949.0,50.0,4.367,0.076,-0.24,0.045,2.038,0.152,2.1018876023969708E-5,7.458961287007086E-7,0,345.101078619418,0,0
GJ513,202.34208,11.43858,6638.5,50.0,4.9,0.01,0.62,0.1,2.0,0.0,7.622612728283909E-5,2.015757291603953E-6,1,34.51666666666666,0,0
GJ514,202.502946,10.37125,5500.5,50.0,4.9,0.01,-0.26,0.1,8.4084,0.0,8.876440971298093E-5,2.1613605029973794E-6,2,652.5636651052716,0,0
GJ517,203.67816,-8.3418,4418.9,50.0,3.834,0.01,-0.52,0.1,2.0,0.0,1.2746800691721012E-4,8.694106852752017E-6,1,271.05781454060576,0,0
GJ52.1,16.70047,-50.98962,4881.8,50.0,4.343,0.087,-0.3,0.046,2.156,0.222,2.1750806214489117E-5,9.78647294920689E-7,0,218.92683861661794,0,0
GJ521.1,205.0283505,-4.1838999999999995,4592.8,175.058,3.046,0.352,-1.13,0.052,2.404,0.806,6.715600920319174E-5,1.3422469405801194E-5,0,99.24243673953194,0,0
GJ522,205.480978,-0.13056,4731.2,145.646,3.663,0.317,-0.31,0.043,2.982,0.669,5.203768300340351E-5,8.513073617784293E-6,0,104.49164946392753,0,0
GJ524.1,206.2705,-4.62105,4947.6,50.0,4.895,0.01,-0.53,0.1,2.0,0.0,1.080710715926357E-4,4.7536409818083625E-6,1,87.36317588091677,0,0
GJ526,206.436195,14.886645,5806.8,50.0,4.9,0.01,-0.01,0.1,2.0,0.0,7.505509529335294E-5,1.704050311503467E-6,1,386.93766950004357,0,0
GJ529,207.42818649999998,-22.112305,4495.8,99.623,3.693,0.223,-0.13,0.043,2.875,0.487,2.2763671884199592E-5,2.910424748974538E-6,0,131.52499999999998,0,0
GJ530,207.83250750000002,-24.39062,5662.73,135.898,4.49442,0.0809432,-0.0141573,0.1,2.0,0.0,2.2199860278372223E-5,1.3130755291069498E-6,1,739.8989954294437,0,0
GJ536,210.26031999999998,-2.65282,5626.0,50.0,4.9,0.01,-0.11,0.1,2.0,0.0,1.1161916968667548E-4,2.8653320997279884E-6,1,529.4785714285716,0,0
GJ538.1,211.5939,-26.68253,4648.1,50.0,2.507,0.087,-0.02,0.043,4.092,0.543,4.472196760286667E-6,3.423677008208727E-7,0,1210.0836667256485,0,0
GJ54.1,18.133079,-16.99572,6410.8,50.0,4.9,0.01,0.54,0.1,2.0,0.0,0.002958600531735076,2.696434169897472E-4,1,188.30812362320538,0,0
GJ540.1,213.194498,-27.25942,4560.4,50.0,2.413,0.094,-0.1,0.043,3.865,0.568,4.266916540077799E-6,3.5305327304771407E-7,0,230.82463762201238,0,0
GJ541.1,214.50618,-7.54204,5698.2,50.0,4.118,0.059,0.29,0.043,4.213,0.244,9.416293943583108E-6,2.496382583509475E-7,0,2671.86471856905,0,0
GJ542,214.7677825,-59.383015,5138.3,76.288,4.756,0.2,0.15,0.042,2.254,0.428,1.7925216778671574E-5,7.602084851927635E-7,0,1590.323797432255,0,0
GJ544,214.8928745,-5.15095,5114.0,50.0,4.4,0.065,-0.18,0.045,2.242,0.203,1.072357630235636E-5,2.8533401038045794E-7,0,897.4591440495191,0,0
GJ547,215.817145,1.241755,5693.9,50.0,4.411,0.05,-0.36,0.051,2.52,0.226,7.85059358501161E-6,2.6801725894978577E-7,0,248.26519087459684,0,0
GJ55,18.79972,-45.53221,6202.7,50.0,4.429,0.053,0.2,0.047,5.772,0.265,7.882610034926206E-6,1.1975340346776725E-7,0,1233.5500517444482,0,0
GJ550,216.88603799999999,-51.933904999999996,5668.0,50.0,4.44,0.043,-0.11,0.048,2.929,0.266,6.5434849078687014E-6,1.3829076038046624E-7,0,1499.7791152663249,0,0
GJ551,217.3973765,-62.678354999999996,7356.2,50.0,4.9,0.01,0.0,0.1,2.0,0.0,-0.0421691794816549,0.15853470570654382,1,320.0033090457738,0,1
GJ552,217.374635,15.536535,5571.7,50.0,4.899,0.01,-0.21,0.1,2.0,0.0,7.542307009849305E-5,2.214365063213193E-6,1,63.392122933374,0,0
GJ553,217.698665,-8.647649999999999,4758.6,168.953,2.64,0.384,-0.66,0.045,3.142,0.963,6.611671406066657E-5,1.3829932961614953E-5,0,81.28223463135514,0,0
GJ557.0,218.66317500000002,29.740505,6245.2,180.852,3.209,0.128,-0.65,0.167,2.0,0.0,1.6028023620074832E-5,6.487305102821197E-6,1,687.3625000000001,0,0
GJ558.1,219.441506,-67.933085,6314.0,50.0,4.361,0.055,-0.15,0.055,5.958,0.299,5.844856997793542E-6,7.627086762276621E-7,0,1248.9984708051202,0,0
GJ56.1,19.5673215,-12.901595,5667.2,50.0,4.9,0.01,-0.08,0.1,2.0,0.0,1.2106704516036428E-4,3.960477045528503E-6,1,53.853140245353515,0,0
GJ56.3,19.669204,-0.87475,4837.8,99.229,3.771,0.219,-0.41,0.046,2.84,0.519,3.9659798767628274E-5,3.732868846324816E-6,0,90.21097956087903,0,0
GJ563.2,222.38037,-26.10721,5946.7,50.0,4.899,0.01,-0.02,0.1,2.0,0.0,5.687782532099007E-5,1.440804454195213E-6,1,37.46666666666666,0,0
GJ565,222.9153235,-24.30426,4706.6,52.657,4.146,0.126,-0.13,0.044,2.278,0.199,1.9008859658886585E-5,1.093878334604221E-6,0,777.0081629321265,0,0
GJ569,223.620861,16.09638,5292.9,300.0,4.572,0.6,-0.35,0.051,4.981,1.013,4.8805170912910676E-4,8.50247109723772E-5,0,144.01999999999998,0,0
GJ57,20.3987385,-41.65814,5511.5,282.365,3.442,0.6,-0.58,0.052,3.617,2.181,7.51658241392213E-5,2.2109401349422116E-5,0,118.87780040264637,0,0
GJ570.1,224.535914,-48.865245,5666.8,50.0,4.238,0.054,0.04,0.044,3.642,0.23,1.0856312318824827E-5,2.465215536398853E-7,0,877.7854669293523,0,0
GJ570A,224.36887,-21.41799,5002.6,50.0,4.828,0.01,-0.08,0.1,2.0,0.0,3.7537384149704644E-5,9.521897518740594E-7,1,1050.4005177850772,0,0
GJ570B,224.36526800000001,-21.41798,6876.9,50.0,4.897,0.01,0.37,0.1,2.0,0.0,2.7947498686851403E-4,1.1488816260499875E-5,1,559.6202736379969,0,0
GJ571,224.879993,-44.096225000000004,4671.5,99.987,3.406,0.254,-1.07,0.052,1.573,0.77,9.796072338984197E-5,9.679288450908977E-6,0,97.9375,0,0
GJ574,225.766035,-46.293949999999995,4750.4,129.375,3.84,0.28,-0.71,0.049,2.591,0.6,7.675255111425356E-5,9.60734852599542E-6,0,114.5125,0,0
GJ579.2,227.550797,-16.47492,4796.3,50.0,4.5,0.051,-1.5,0.067,0.288,0.047,9.300184460618644E-6,4.0038523795774823E-7,0,346.2065511367456,0,0
GJ579.3,228.199063,-1.16615,5240.6,50.0,4.565,0.049,-0.54,0.051,1.41,0.37,8.377168266154988E-6,2.5567177723130553E-7,0,300.6569336288961,0,0
GJ58,21.20707,-27.8377,5490.9,50.0,4.39,0.056,-0.44,0.05,2.115,0.217,7.197947354680655E-6,1.1780239202565829E-7,0,699.167557959152,0,0
GJ58.2,22.2683025,21.71911,5520.3,300.0,3.637,0.6,-0.57,0.129,2.0,0.0,9.121488004406491E-5,2.5498833916353677E-5,1,319.72499999999997,0,0
GJ581,229.86098,-7.72165,5900.1,50.0,4.9,0.01,0.15,0.1,2.0,0.0,2.0231948427941953E-5,4.2762599374798303E-7,1,448.0844557828022,0,0
GJ583,230.515237,-4.77825,4488.7,154.161,3.599,0.332,-0.6,0.046,3.079,0.683,6.357559379980436E-5,1.215051917883983E-5,0,92.82544270026402,0,0
GJ587,232.328747,-49.9539,5265.0,50.0,3.93,0.063,-0.57,0.05,2.434,0.257,7.014011968218739E-6,1.5219283314641575E-7,0,1460.6507955930692,0,0
GJ594,235.29992,-44.661455000000004,6645.0,128.051,4.3065,0.0899369,0.0,0.5,2.0,0.0,3.217232282761139E-5,5.6609706237853185E-6,1,767.476022630349,0,1
GJ598,236.61003,7.352,5964.5,50.0,4.232,0.064,-0.0,0.048,4.356,0.259,1.044619883695222E-5,3.103653664059882E-7,0,316.55,0,0
GJ599,236.87196,-37.91576,5604.4,50.0,4.416,0.052,0.04,0.044,3.702,0.219,2.08981448754318E-5,4.3297703753185744E-7,0,1256.7804798485301,0,0
GJ603,239.11404,15.65886,6236.34,100.0,4.18218,0.5,-0.161789,0.014264,2.0,0.0,7.509070624079486E-6,1.6124603514805176E-6,1,2748.6811087777305,0,0
GJ604,239.4186595,-42.62499,4654.7,62.17,4.132,0.137,-0.3,0.045,2.427,0.299,1.7784461004412166E-5,1.2321221468328148E-6,0,708.7265732120696,0,0
GJ606,239.974984,-8.25338,5591.8,50.0,4.899,0.01,-0.19,0.1,2.0,0.0,1.7009718945774986E-4,4.791336300887702E-6,1,136.49781591659263,0,0
GJ611.3,241.67325,8.3893,5142.5,281.555,3.508,0.6,-0.54,0.049,2.592,1.415,1.152308753770799E-4,2.5638250204451E-5,0,35.18849243715905,0,0
GJ615,243.446872,-57.57636,4951.3,50.0,4.275,0.054,-1.41,0.064,0.294,0.129,1.675019979542339E-5,6.68664805506131E-7,0,898.4314444416149,0,0
GJ616,243.90729,-8.37131,5820.0,50.0,4.392,0.046,0.0,0.046,3.67,0.23,8.743688244722417E-6,1.2864989910166085E-7,0,9802.527503124023,0,0
GJ618.1,245.10495,-4.2674,5004.2,191.596,3.761,0.447,-0.3,0.044,3.382,0.682,7.063696984736914E-5,1.0445110668826836E-5,0,97.54072279907847,0,0
GJ618.4,245.67231500000003,-48.65532,5922.4,50.0,4.9,0.01,0.08,0.1,2.0,0.0,6.886565625460509E-5,1.9409372748598014E-6,1,39.50959139879834,0,0
GJ62,24.287835,-29.39245,5263.6,50.0,4.232,0.074,0.17,0.042,2.898,0.163,6.095920301459044E-6,2.0355901265489604E-7,0,485.79505323747367,0,0
GJ620,245.78308,-24.70922,5049.9,50.0,4.9,0.01,-0.57,0.1,2.0,0.0,1.2268730206068128E-4,4.418816130899872E-6,1,150.48485262499088,0,0
GJ622,246.30515,-21.93685,5069.9,239.956,2.766,0.541,-0.67,0.048,2.906,0.886,1.2200745863326767E-4,2.9702168245946178E-5,0,73.81260393726807,0,0
GJ624,247.11863499999998,-70.082,6178.0,50.0,4.566,0.05,-0.05,0.052,3.881,0.274,3.087654207167651E-5,5.942554903970843E-7,0,1258.731750619693,0,0
GJ628,247.5752655,-12.66658,5888.4,50.0,4.9,0.01,0.16,0.1,2.0,0.0,4.023413916207235E-5,7.775818797055346E-7,1,440.3205552417706,0,0
GJ629.1,248.2392185,-12.59094,4559.9,112.08,3.361,0.229,-0.71,0.052,2.482,0.583,5.27051078536167E-5,7.73471810628566E-6,0,26.092240225783605,0,0
GJ631,249.08757,-2.32497,5226.4,50.0,4.407,0.07,-0.02,0.044,2.797,0.224,3.2327252788620586E-5,1.1089362847667395E-6,0,707.4624001450874,0,0
GJ634,250.369275,-43.98753000000001,5749.2,300.0,4.218,0.6,-0.09,0.05,1.408,1.253,5.019281303013494E-5,7.6219207276747474E-6,0,94.5283849565833,0,0
GJ634.1,250.2847545,-2.858295,5685.9,50.0,4.419,0.044,-0.4,0.052,2.369,0.222,6.971452749917521E-6,1.4530784535597495E-7,0,1816.9392533907937,0,0
GJ637,252.10358,-72.97529,5757.9,50.0,4.899,0.01,-0.19,0.1,2.0,0.0,5.210087413655156E-5,1.4252244963861611E-6,1,58.13749999999999,0,0
GJ641,253.243495,-0.029385,5478.8,50.0,4.526,0.046,-0.07,0.045,4.046,0.211,4.265397169174508E-5,1.0591422233486897E-6,0,1267.0317890662059,0,0
GJ643,253.85461550000002,-8.324285,6064.3,50.0,4.9,0.01,0.2,0.1,2.0,0.0,3.5597162634749375E-5,9.525597621294067E-7,1,43.671054486925314,0,0
GJ644,253.8701,-8.33616,6914.8,50.0,4.9,0.01,0.57,0.1,2.0,0.0,6.464130984879237E-4,4.2491933725290266E-5,1,37.75,0,0
GJ645,254.18965500000002,-37.061215000000004,5531.1,300.0,4.132,0.6,-0.31,0.048,5.401,1.471,1.4952300296579003E-4,2.916677390295874E-5,0,63.741806196113224,0,0
GJ649,254.532138,25.73792,5665.0,81.683,4.899,0.6,-0.17,0.047,9.163,1.399,1.3452122300633987E-4,7.917905212128522E-6,0,93.31111670106623,0,0
GJ65.2,24.92386,-46.51071,4639.3,66.722,4.084,0.148,-0.19,0.044,2.663,0.324,3.299471484212057E-5,2.5002805757217178E-6,0,134.49580166929618,0,0
GJ650,255.294539,-13.569,5925.7,50.0,4.331,0.046,-0.08,0.05,3.343,0.252,7.877359210677302E-6,2.346088702282358E-7,0,356.8362589680114,0,0
GJ653,256.26038600000004,-5.0705100000000005,4782.2,126.774,3.551,0.27,-0.75,0.048,2.429,0.595,3.167913734118873E-5,3.5369069777987827E-6,0,996.4381870298972,0,0
GJ654,256.30356,-5.09871,5804.8,50.0,4.9,0.01,-0.02,0.1,2.0,0.0,6.106546625004251E-5,1.2791539873863195E-6,1,459.02487597843293,0,0
GJ66,24.9510315,-56.192825,5074.7,50.0,4.364,0.058,-0.26,0.046,2.54,0.138,1.652946161721572E-5,4.458103471108352E-7,0,812.750407694966,0,0
GJ660,257.965907,-1.85212,5853.2,50.0,4.899,0.01,0.16,0.1,2.0,0.0,8.386209959881261E-5,1.9415388591482964E-6,1,49.62582660940436,0,0
GJ660.1,258.216417,-5.125795,5698.4,217.487,4.076,0.6,-0.55,0.058,5.162,1.262,4.0773361779144644E-5,7.03806751724212E-6,0,109.68211738929918,0,0
GJ666,259.76845,-46.637,5242.3,50.0,4.434,0.048,-0.39,0.048,1.965,0.193,6.999108935292281E-6,1.5622795895958025E-7,0,1482.826475343968,0,0
GJ667,259.75087099999996,-34.99699,7086.4,50.0,4.9,0.01,0.49,0.1,2.0,0.0,9.847569735365485E-5,3.3553666476823963E-6,1,595.8081631812646,0,0
GJ670,260.25532,-21.11131,6756.0,118.594,4.25376,0.0902265,0.0,0.5,2.0,0.0,1.788954776065904E-5,7.2892770940159504E-6,1,416.75,0,1
GJ674,262.170056,-46.89967,5932.2,50.0,4.9,0.01,0.17,0.1,2.0,0.0,1.6133343122073132E-4,3.3354862117527935E-6,1,703.0022343662245,0,0
GJ676,262.547735,-51.6383,4928.9,214.392,3.772,0.491,-0.26,0.043,4.14,0.722,9.23397865893882E-5,1.6840938187564144E-5,0,398.5412745480477,0,0
GJ680,263.80901,-48.680315,5498.8,50.0,4.899,0.01,-0.27,0.1,2.0,0.0,6.327702438760848E-5,1.476334218118895E-6,1,207.8011707438147,0,0
GJ683,264.520921,-54.50215,7864.0,133.933,4.22204,0.0790611,0.0,0.5,2.0,0.0,7.48603371102412E-5,3.7992199679112144E-5,1,1948.5807982239835,0,1
GJ686,264.476545,18.5944,5676.7,300.0,4.643,0.6,-0.19,0.047,10.726,1.539,5.5143405860442554E-5,9.145431862909095E-6,0,183.95013216902018,0,0
GJ688,264.81932,3.55499,4911.6,50.0,4.22,0.096,-0.08,0.043,2.318,0.234,2.155798505456752E-5,9.451205979081118E-7,0,1119.849680163979,0,0
GJ691,266.03738,-51.83481,5766.3,50.0,4.228,0.055,0.23,0.043,4.257,0.239,6.789748748644326E-6,1.5899953901234098E-7,0,7471.408894539066,0,0
GJ692,265.85958000000005,-21.684224999999998,6435.0,123.725,4.30943,0.0829531,0.0,0.5,2.0,0.0,4.8006963245764765E-6,4.759262086494807E-6,1,1178.0964489378619,0,1
GJ693,266.6340135,-57.32607,5944.3,50.0,4.9,0.01,0.12,0.1,2.0,0.0,4.2366402242593035E-5,8.485256108344191E-7,1,285.7806678643607,0,0
GJ696,267.644099,-6.05012,4857.6,187.724,3.74,0.418,-0.23,0.043,2.951,0.872,9.854946052163056E-5,1.846085450621039E-5,0,218.51832763453757,0,0
GJ698.1,269.74168,-51.62689,5243.2,50.0,4.899,0.01,-0.09,0.1,2.0,0.0,1.1556848524633482E-5,4.484685569845252E-7,1,146.32552994705233,0,0
GJ699,269.448835,4.72999,6058.9,50.0,4.899,0.01,0.32,0.1,2.0,0.0,3.888721732873728E-5,6.936401028143217E-7,1,603.4045630393398,0,0
GJ699.2,270.12049,-3.690625,6634.77,111.34,4.05483,0.0869334,0.0,0.5,2.0,0.0,2.8511315995057044E-5,6.623154929288541E-6,1,1362.0500000000002,0,1
GJ7,2.27256,-27.12209,5677.4,145.603,3.254,0.6,-0.54,0.056,0.411,1.353,6.616868814779627E-5,1.0499498808785869E-5,0,49.20665143509101,0,0
GJ70,25.83607,4.31959,5831.8,50.0,4.899,0.01,-0.02,0.1,2.0,0.0,8.429888901081846E-5,2.3408696151468564E-6,1,76.16666666666667,0,0
GJ701,271.284241,-3.03283,5441.3,50.0,4.9,0.01,-0.28,0.1,2.0,0.0,7.802577651702596E-5,2.1253685884517256E-6,1,559.6423230969262,0,0
GJ710,274.96417,-1.93912,4819.3,171.737,2.621,0.354,-0.79,0.051,2.485,0.957,1.2570822408102805E-4,3.54433930421755E-5,0,54.06812369594491,0,0
GJ711,275.32914,-2.90049,4995.3,50.0,3.148,0.057,-0.16,0.042,3.34,0.392,7.242655700570169E-6,5.564752741838956E-7,0,2063.953014608527,0,0
GJ715,277.4694105,-1.818445,4694.8,51.261,4.114,0.115,0.15,0.043,2.687,0.291,1.7610264186162156E-5,9.974347570309044E-7,0,731.9901644483049,0,0
GJ717,278.367416,-11.63413,4759.8,110.561,3.1,0.237,-0.74,0.052,2.401,0.722,1.6212080869164636E-4,0.0032101998609731434,0,20.05,0,0
GJ722,279.722225,-21.05229,5613.4,50.0,4.462,0.052,-0.27,0.049,2.099,0.224,9.06817248417667E-6,1.8216940935182638E-7,0,1523.9859975957968,0,0
GJ724,280.24124,-13.38176,5451.4,300.0,4.826,0.6,-0.26,0.046,4.193,1.432,1.181649791592047E-4,2.0482785197015824E-5,0,131.99189404123493,0,0
GJ724.2,281.962715,-77.86589,6027.3,50.0,4.024,0.061,-0.0,0.048,4.651,0.279,6.973121892073774E-6,1.4490962334148607E-7,0,1110.8293979050072,0,0
GJ726,281.8627335,-3.6399850000000002,4384.3,112.183,3.888,0.238,-0.65,0.049,2.461,0.529,4.651027811165409E-5,6.299159531430043E-6,0,121.02925340004137,0,0
GJ727,282.119905,10.744209999999999,5010.1,50.0,4.899,0.01,-0.05,0.1,2.0,0.0,5.7195604132693995E-5,1.475196528845109E-6,1,129.6480283305535,0,0
GJ729,282.459329,-23.836,6630.9,50.0,4.9,0.01,0.49,0.1,2.0,0.0,0.0012896517856688977,3.56617066995681E-5,1,257.2636394812042,0,0
GJ730,282.507267,3.0869,4873.4,224.205,3.24,0.48,-0.7,0.049,3.366,1.034,1.0151742970331938E-4,1.9276230477318477E-5,0,36.57513955316279,0,0
GJ735,283.86422,8.40333,6346.5,50.0,4.9,0.01,0.17,0.1,2.0,0.0,8.242133123531111E-4,6.583890558001574E-5,1,24.35,0,0
GJ739,284.78428,-48.27619,6772.6,50.0,4.9,0.01,0.47,0.1,2.0,0.0,1.943369996083156E-4,7.531459124200497E-6,1,78.07017423615216,0,0
GJ740,284.50213,5.90484,5002.5,227.949,4.393,0.538,-0.25,0.044,3.665,1.16,1.0319192883697415E-4,1.6290007500882363E-5,0,396.5622263721621,0,0
GJ744,286.717205,-37.81221,5667.8,50.0,4.455,0.053,0.08,0.045,3.331,0.157,1.1222120487961663E-5,2.0875957621769792E-7,0,2629.7018124197853,0,0
GJ747.3,287.716809,-47.16409,6847.0,50.0,4.899,0.01,0.94,0.1,2.0,0.0,-0.002287449094715552,0.06098804627392197,1,21.6,0,0
GJ747.4,288.10677450000003,-55.86942,5349.2,270.906,4.599,0.6,-0.48,0.049,2.437,1.078,1.390419908089594E-4,2.3777961686606173E-5,0,52.96815080782035,0,0
